team,score,attempts_ibox,attempts_obox
Chelsea,3,16.0,3.0
Chelsea,2,12.0,10.0
Chelsea,2,12.0,4.0
Chelsea,3,14.0,3.0
Chelsea,1,10.0,12.0
Chelsea,2,4.0,7.0
Chelsea,5,16.0,7.0
Chelsea,2,8.0,2.0
Chelsea,0,10.0,7.0
Chelsea,0,11.0,6.0
Chelsea,2,5.0,3.0
Chelsea,2,9.0,7.0
Chelsea,0,7.0,8.0
Chelsea,3,9.0,6.0
Chelsea,2,14.0,7.0
Chelsea,1,9.0,1.0
Chelsea,4,15.0,3.0
Chelsea,2,10.0,14.0
Chelsea,3,12.0,12.0
Chelsea,0,6.0,8.0
Chelsea,1,8.0,8.0
Chelsea,0,4.0,2.0
Chelsea,2,11.0,10.0
Chelsea,0,10.0,7.0
Chelsea,2,15.0,5.0
Chelsea,0,6.0,6.0
Chelsea,0,7.0,4.0
Chelsea,0,9.0,4.0
Chelsea,1,4.0,0.0
Chelsea,2,8.0,2.0
Chelsea,2,5.0,5.0
Chelsea,1,9.0,8.0
Chelsea,1,8.0,5.0
Chelsea,4,17.0,7.0
Chelsea,3,16.0,5.0
Chelsea,0,12.0,5.0
Chelsea,2,10.0,5.0
Chelsea,3,10.0,3.0
