team,score,attempts_ibox,attempts_obox
Wolverhampton Wanderers,1,12.0,7.0
Wolverhampton Wanderers,3,8.0,3.0
Wolverhampton Wanderers,0,18.0,5.0
Wolverhampton Wanderers,2,7.0,2.0
Wolverhampton Wanderers,2,11.0,2.0
Wolverhampton Wanderers,1,16.0,6.0
Wolverhampton Wanderers,3,13.0,7.0
Wolverhampton Wanderers,4,9.0,3.0
Wolverhampton Wanderers,0,4.0,5.0
Wolverhampton Wanderers,0,9.0,2.0
Wolverhampton Wanderers,2,6.0,4.0
Wolverhampton Wanderers,2,5.0,1.0
Wolverhampton Wanderers,0,6.0,6.0
Wolverhampton Wanderers,2,8.0,8.0
Wolverhampton Wanderers,0,4.0,6.0
Wolverhampton Wanderers,2,10.0,4.0
Wolverhampton Wanderers,1,20.0,10.0
Wolverhampton Wanderers,1,7.0,4.0
Wolverhampton Wanderers,2,3.0,8.0
Wolverhampton Wanderers,0,7.0,0.0
Wolverhampton Wanderers,2,8.0,3.0
Wolverhampton Wanderers,1,8.0,9.0
Wolverhampton Wanderers,0,6.0,2.0
Wolverhampton Wanderers,1,1.0,1.0
Wolverhampton Wanderers,0,4.0,3.0
Wolverhampton Wanderers,1,6.0,4.0
Wolverhampton Wanderers,3,5.0,3.0
Wolverhampton Wanderers,0,2.0,1.0
Wolverhampton Wanderers,3,9.0,2.0
Wolverhampton Wanderers,1,8.0,6.0
Wolverhampton Wanderers,2,9.0,4.0
Wolverhampton Wanderers,1,7.0,8.0
Wolverhampton Wanderers,1,7.0,6.0
Wolverhampton Wanderers,0,13.0,12.0
Wolverhampton Wanderers,1,4.0,3.0
Wolverhampton Wanderers,1,5.0,6.0
Wolverhampton Wanderers,1,6.0,9.0
Wolverhampton Wanderers,0,6.0,5.0
