team,score,attempts_ibox,attempts_obox
Crystal Palace,5,12.0,5.0
Crystal Palace,0,4.0,4.0
Crystal Palace,1,3.0,4.0
Crystal Palace,2,15.0,4.0
Crystal Palace,1,9.0,6.0
Crystal Palace,1,10.0,7.0
Crystal Palace,1,17.0,8.0
Crystal Palace,2,13.0,4.0
Crystal Palace,1,9.0,6.0
Crystal Palace,0,4.0,8.0
Crystal Palace,0,22.0,9.0
Crystal Palace,1,4.0,4.0
Crystal Palace,2,17.0,12.0
Crystal Palace,0,8.0,3.0
Crystal Palace,2,9.0,7.0
Crystal Palace,0,5.0,6.0
Crystal Palace,0,9.0,7.0
Crystal Palace,0,13.0,7.0
Crystal Palace,0,4.0,4.0
Crystal Palace,3,13.0,8.0
Crystal Palace,3,14.0,2.0
Crystal Palace,1,3.0,0.0
Crystal Palace,0,3.0,2.0
Crystal Palace,3,5.0,5.0
Crystal Palace,4,5.0,2.0
Crystal Palace,1,6.0,9.0
Crystal Palace,3,8.0,1.0
Crystal Palace,2,9.0,8.0
Crystal Palace,3,4.0,1.0
Crystal Palace,2,5.0,3.0
Crystal Palace,1,10.0,8.0
Crystal Palace,0,5.0,8.0
Crystal Palace,1,4.0,3.0
Crystal Palace,0,4.0,3.0
Crystal Palace,1,3.0,7.0
Crystal Palace,1,6.0,1.0
Crystal Palace,1,8.0,1.0
Crystal Palace,2,8.0,4.0
