team,score,attempts_ibox,attempts_obox
Crystal Palace,4,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,2,0.0,0.0
Crystal Palace,3,0.0,0.0
Crystal Palace,1,5.0,2.0
Crystal Palace,1,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,1,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,1,0.0,0.0
Crystal Palace,3,0.0,0.0
Crystal Palace,1,0.0,0.0
Crystal Palace,2,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,4,0.0,0.0
Crystal Palace,1,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,2,0.0,0.0
Crystal Palace,1,0.0,0.0
Crystal Palace,2,0.0,0.0
Crystal Palace,2,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,2,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,0,0.0,0.0
Crystal Palace,1,0.0,0.0
Crystal Palace,3,0.0,0.0
Crystal Palace,4,0.0,0.0
Crystal Palace,2,0.0,0.0
Crystal Palace,1,0.0,0.0
Crystal Palace,1,0.0,0.0
Crystal Palace,3,0.0,0.0
Crystal Palace,2,0.0,0.0
Crystal Palace,0,0.0,0.0
