team,score,attempts_ibox,attempts_obox
Chelsea,1,17.0,5.0
Chelsea,1,8.0,4.0
Chelsea,1,15.0,8.0
Chelsea,1,8.0,6.0
Chelsea,2,15.0,12.0
Chelsea,3,15.0,5.0
Chelsea,0,11.0,10.0
Chelsea,0,6.0,11.0
Chelsea,5,9.0,12.0
Chelsea,2,13.0,12.0
Chelsea,1,11.0,13.0
Chelsea,3,18.0,5.0
Chelsea,1,14.0,7.0
Chelsea,1,12.0,6.0
Chelsea,4,6.0,8.0
Chelsea,0,4.0,5.0
Chelsea,0,7.0,6.0
Chelsea,2,8.0,10.0
Chelsea,2,7.0,12.0
Chelsea,0,4.0,2.0
Chelsea,1,9.0,2.0
Chelsea,2,11.0,5.0
Chelsea,3,8.0,9.0
Chelsea,0,1.0,2.0
Chelsea,1,8.0,6.0
Chelsea,1,5.0,2.0
Chelsea,4,7.0,7.0
Chelsea,2,16.0,3.0
Chelsea,0,11.0,14.0
Chelsea,3,10.0,2.0
Chelsea,0,11.0,8.0
Chelsea,1,7.0,4.0
Chelsea,4,8.0,3.0
Chelsea,1,13.0,5.0
Chelsea,1,6.0,9.0
Chelsea,4,6.0,1.0
Chelsea,2,9.0,7.0
Chelsea,2,6.0,3.0
