team,score,attempts_ibox,attempts_obox
Crystal Palace,1,10.0,3.0
Crystal Palace,0,8.0,5.0
Crystal Palace,2,9.0,4.0
Crystal Palace,0,10.0,7.0
Crystal Palace,1,5.0,5.0
Crystal Palace,1,12.0,6.0
Crystal Palace,0,8.0,5.0
Crystal Palace,0,6.0,9.0
Crystal Palace,1,4.0,2.0
Crystal Palace,2,11.0,2.0
Crystal Palace,1,8.0,3.0
Crystal Palace,1,4.0,3.0
Crystal Palace,1,8.0,8.0
Crystal Palace,0,3.0,9.0
Crystal Palace,0,5.0,2.0
Crystal Palace,2,12.0,3.0
Crystal Palace,1,6.0,7.0
Crystal Palace,1,14.0,8.0
Crystal Palace,0,6.0,3.0
Crystal Palace,0,4.0,3.0
Crystal Palace,0,9.0,0.0
Crystal Palace,0,5.0,2.0
Crystal Palace,0,0.0,3.0
Crystal Palace,2,5.0,2.0
Crystal Palace,1,11.0,1.0
Crystal Palace,1,8.0,2.0
Crystal Palace,2,4.0,1.0
Crystal Palace,1,7.0,5.0
Crystal Palace,1,2.0,3.0
Crystal Palace,0,9.0,7.0
Crystal Palace,0,3.0,0.0
Crystal Palace,2,6.0,1.0
Crystal Palace,0,1.0,2.0
Crystal Palace,2,8.0,2.0
Crystal Palace,2,5.0,2.0
Crystal Palace,0,9.0,2.0
Crystal Palace,2,5.0,0.0
Crystal Palace,0,2.0,4.0
