team,score,attempts_ibox,attempts_obox
Wolverhampton Wanderers,1,10.0,4.0
Wolverhampton Wanderers,2,9.0,7.0
Wolverhampton Wanderers,0,4.0,8.0
Wolverhampton Wanderers,1,9.0,1.0
Wolverhampton Wanderers,2,15.0,5.0
Wolverhampton Wanderers,0,8.0,2.0
Wolverhampton Wanderers,1,5.0,10.0
Wolverhampton Wanderers,0,7.0,6.0
Wolverhampton Wanderers,2,7.0,4.0
Wolverhampton Wanderers,2,15.0,8.0
Wolverhampton Wanderers,1,7.0,5.0
Wolverhampton Wanderers,1,7.0,4.0
Wolverhampton Wanderers,2,6.0,6.0
Wolverhampton Wanderers,0,10.0,6.0
Wolverhampton Wanderers,1,15.0,5.0
Wolverhampton Wanderers,2,9.0,6.0
Wolverhampton Wanderers,1,4.0,12.0
Wolverhampton Wanderers,1,7.0,7.0
Wolverhampton Wanderers,1,6.0,4.0
Wolverhampton Wanderers,0,5.0,4.0
Wolverhampton Wanderers,0,12.0,3.0
Wolverhampton Wanderers,1,13.0,7.0
Wolverhampton Wanderers,1,5.0,2.0
Wolverhampton Wanderers,0,5.0,5.0
Wolverhampton Wanderers,1,5.0,1.0
Wolverhampton Wanderers,1,7.0,7.0
Wolverhampton Wanderers,2,6.0,4.0
Wolverhampton Wanderers,0,4.0,2.0
Wolverhampton Wanderers,0,2.0,2.0
Wolverhampton Wanderers,3,7.0,4.0
Wolverhampton Wanderers,0,7.0,2.0
Wolverhampton Wanderers,1,9.0,6.0
Wolverhampton Wanderers,0,6.0,3.0
Wolverhampton Wanderers,2,9.0,2.0
Wolverhampton Wanderers,0,4.0,4.0
Wolverhampton Wanderers,1,4.0,0.0
Wolverhampton Wanderers,0,4.0,7.0
Wolverhampton Wanderers,2,7.0,4.0
