team,score,attempts_ibox,attempts_obox
Chelsea,2,15.0,2.0
Chelsea,0,14.0,5.0
Chelsea,2,7.0,2.0
Chelsea,0,6.0,1.0
Chelsea,2,11.0,7.0
Chelsea,2,11.0,8.0
Chelsea,0,8.0,10.0
Chelsea,2,15.0,3.0
Chelsea,2,11.0,8.0
Chelsea,0,9.0,5.0
Chelsea,1,5.0,4.0
Chelsea,1,10.0,6.0
Chelsea,3,9.0,2.0
Chelsea,3,19.0,4.0
Chelsea,0,9.0,4.0
Chelsea,4,10.0,10.0
Chelsea,3,11.0,4.0
Chelsea,4,12.0,5.0
Chelsea,0,3.0,2.0
Chelsea,1,15.0,8.0
Chelsea,2,5.0,7.0
Chelsea,1,10.0,7.0
Chelsea,4,19.0,0.0
Chelsea,0,9.0,6.0
Chelsea,1,7.0,4.0
Chelsea,1,6.0,0.0
Chelsea,2,7.0,2.0
Chelsea,1,12.0,4.0
Chelsea,0,8.0,1.0
Chelsea,1,13.0,8.0
Chelsea,1,11.0,8.0
Chelsea,1,7.0,6.0
Chelsea,0,4.0,6.0
Chelsea,2,9.0,5.0
Chelsea,3,7.0,7.0
Chelsea,0,4.0,2.0
Chelsea,3,10.0,12.0
Chelsea,3,7.0,3.0
